
d8296d94-be3a-42d0-8f05-c4d03b1f2aa6, 114
c1ce61ec-769b-4bc2-bd9a-b388a20ba2cd, 144
0e77c078-7586-466d-bbd9-57d613850d9e, 121
63b83ceb-60a7-47a3-86de-4f193b200968, 113
6164a308-e5cb-47da-a2b0-dd56dd164e83, 115
3b89d26d-0f3c-4206-b2f4-88dda64f435e, 112
6d05b897-fceb-4540-9789-a813937eca2d, 150
90b44407-be1e-4e98-b3c0-99d03290407a, 116
4ac025b6-9e96-4ed9-99eb-851bc75edcaa, 112
0c41a3ac-0c74-4f90-9b96-0bc54a595ad4, 149
140bb371-eb13-4803-bf18-01c3a4b4d33d, 100
8d260785-636d-4e00-a73a-da006a8c9b33, 116
c25b573a-594d-468f-b583-c4ea669c3474, 125
5197f643-8093-4359-a725-6247cfafb7e3, 120
6ea0621a-dba0-4a55-929d-c9c62638a7be, 90
d6cd741f-21f2-4908-acf4-0f2c58e496fa, 200
5a7a3a5e-bf03-45d6-91ac-3b2b5dfdafbb, 198
6950a529-9a85-433f-aba1-b16311d25c88, 213
084253c8-ee54-419b-82d3-26c3386e1622, 194
b9556463-ee53-4177-aeb5-c10d8a50c622, 206
ca59c1b2-79b6-4c5c-a1d0-e29d4c339bf9, 203
a3874eb9-b221-4c33-a3e8-3cff5544bbcf, 213
89e08fbf-19fd-4e59-a7c7-b87422c4c015, 247
0c794c38-2813-4355-a59e-b8278552932a, 227
31ccca77-c131-414a-ad49-41375f6d9730, 241
3e72da4b-f2ef-4eaa-93a6-be5df1ef10e7, 227
9fce024f-1859-4b34-a6da-4492091de232, 175
00890d59-9c72-4819-a33a-279befeee765, 227
dd2ae2e7-718b-46cc-a6c1-84a1921c78eb, 213
018910ef-e5b2-4baf-829c-95c33b617225, 182
c6598b80-bbef-4ebb-90ad-4540934bec59, 284
d230639d-0da7-40ac-8a38-a744aa2271ed, 204
66923932-597d-40b4-b220-5ad03cb88c33, 257
a77e60eb-5e7e-436a-bd7a-7e77f3e1f2bb, 240
20152506-9e68-40ab-8291-52874c5704f1, 227
b6333331-a768-4540-b0eb-fbe8900eacb6, 221
1c9db9aa-4027-4545-a714-41862cb332ce, 203
64d8de39-ec27-44d4-8360-26639f046dfb, 193
f6ca4703-45d5-4c92-a70a-149d674e055e, 203
3ad778d0-bc2e-4134-ae58-871b2e7e24ae, 215
3c5cf945-7dd2-4801-9c6b-aac885ff2e2d, 203
